5016.5364	 0.9731
5036.26	 0.9731
5055.9836	 0.9731
5075.5686	 0.9719
5095.2922	 0.9719
5115.0158	 0.9719
5134.6008	 0.9707
5154.3244	 0.9707
5174.048	 0.9707
5193.7715	 0.9707
5213.4952	 0.9707
5233.2187	 0.9707
5252.9424	 0.9707
5272.5274	 0.9695
5292.251	 0.9695
5311.9746	 0.9695
5331.6982	 0.9695
5351.4218	 0.9695
5371.1454	 0.9695
5390.8689	 0.9695
5410.454	 0.9683
5430.1776	 0.9683
5449.9012	 0.9683
5469.6247	 0.9683
5489.3483	 0.9683
5508.9334	 0.9672
5528.6569	 0.9672
5548.3805	 0.967
5567.9656	 0.966
5587.6892	 0.966
5607.4127	 0.966
5626.9978	 0.9647
5646.7214	 0.9647
5666.4449	 0.9647
5686.1685	 0.9647
5705.7536	 0.9636
5725.4772	 0.9636
5745.2006	 0.9636
5764.7858	 0.9624
5784.5093	 0.9624
5804.233	 0.9624
5823.818	 0.9613
5843.5415	 0.9613
5863.2652	 0.9613
5882.8502	 0.9601
5902.5737	 0.9601
5922.2974	 0.9601
5941.8824	 0.9588
5961.6059	 0.9588
5981.3296	 0.9588
6001.0532	 0.9588
6020.6381	 0.9577
6040.3618	 0.9577
6060.0854	 0.9577
6079.6703	 0.9565
6099.394	 0.9565
6119.1176	 0.9565
6138.7026	 0.9554
6158.4262	 0.9554
6178.1498	 0.9554
6197.7348	 0.9542
6217.4584	 0.9542
6237.182	 0.9542
6256.767	 0.9529
6276.4906	 0.9529
6296.2142	 0.9529
6315.9378	 0.9529
6335.5228	 0.9518
6355.2464	 0.9518
6374.97	 0.9518
6394.555	 0.9506
6414.2786	 0.9506
6434.0022	 0.9506
6453.5872	 0.9495
6473.3108	 0.9495
6493.0344	 0.9495
6512.6194	 0.9483
6532.343	 0.9483
6552.0666	 0.9483
6571.6516	 0.9471
6591.3752	 0.9471
6611.0988	 0.9471
6630.8224	 0.9471
6650.4074	 0.9459
6670.131	 0.9459
6689.8546	 0.9459
6709.4396	 0.9447
6729.1632	 0.9447
6748.8868	 0.9447
6768.4718	 0.9436
6788.1954	 0.9436
6807.919	 0.9436
6827.504	 0.9424
6847.2276	 0.9424
6866.9512	 0.9424
6886.5362	 0.9412
6906.2598	 0.9412
6925.9834	 0.9412
6945.7069	 0.9412
6965.292	 0.9401
6985.0156	 0.94
7004.7391	 0.94
7024.3242	 0.9388
7044.0478	 0.9388
7063.7713	 0.9388
7083.3564	 0.9377
7103.08	 0.9377
7122.8035	 0.9377
7142.3886	 0.9365
7162.1122	 0.9365
7181.8357	 0.9365
7201.4208	 0.9353
7221.1444	 0.9353
7240.8679	 0.9353
7260.5916	 0.9353
7280.1766	 0.9342
7299.9002	 0.9342
7319.6238	 0.9342
7339.2088	 0.933
7358.9324	 0.933
7378.656	 0.933
7398.241	 0.9318
7417.826	 0.9306
7437.5497	 0.9306
7457.1347	 0.9295
7476.8582	 0.9295
7496.4433	 0.9283
7516.1669	 0.9283
7535.7519	 0.9271
7555.4755	 0.9271
7575.0605	 0.9259
7594.7841	 0.9259
7614.3691	 0.9247
7634.0927	 0.9247
7653.6777	 0.9236
7673.4013	 0.9236
7693.1249	 0.9236
7712.8485	 0.9236
7712.7099	 0.9224
7732.295	 0.9212
7752.0186	 0.9212
7771.6036	 0.9201
7791.3272	 0.92
7810.9122	 0.9189
7830.6358	 0.9189
7850.2208	 0.9177
7869.9444	 0.9177
7889.668	 0.9177
7909.3916	 0.9177
7909.253	 0.9165
7928.838	 0.9153
7948.5615	 0.9153
7968.1466	 0.9142
7987.8702	 0.9142
8007.4552	 0.913
8027.1788	 0.913
8046.7639	 0.9118
8066.4874	 0.9118
8086.0725	 0.9106
8105.7961	 0.9106
8125.3811	 0.9095
8145.1047	 0.9095
8164.6897	 0.9083
8184.4133	 0.9083
8204.1369	 0.9083
8223.7219	 0.9071
8243.4455	 0.9071
8263.0305	 0.9059
8282.7541	 0.9059
8302.3391	 0.9048
8322.0627	 0.9048
8341.6477	 0.9036
8361.3713	 0.9036
8380.9563	 0.9024
8400.6799	 0.9024
8420.4035	 0.9024
8439.9885	 0.9012
8459.5735	 0.9001
8479.2972	 0.9001
8498.8822	 0.8989
8518.4672	 0.8977
8538.0522	 0.8965
8557.7758	 0.8965
8577.3608	 0.8954
8596.9458	 0.8942
8616.6694	 0.8942
8636.2545	 0.893
8655.8395	 0.8918
8675.4245	 0.8907
8695.1481	 0.8907
8714.733	 0.8895
8734.3181	 0.8883
8754.0417	 0.8883
8773.6267	 0.8871
8793.2118	 0.886
8812.7968	 0.8848
8832.5204	 0.8848
8852.1054	 0.8836
